,GAN_data_accuracy,QGAN_data_accuracy
0,"[0.9197530864197531, 0.9382716049382716, 0.9629629629629629, 0.9567901234567902, 0.9506172839506173, 0.9382716049382716, 0.9382716049382716, 0.9506172839506173, 0.9691358024691358, 0.9506172839506173]","[0.9197530864197531, 0.9197530864197531, 0.9074074074074074, 0.9320987654320988, 0.9259259259259259, 0.9259259259259259, 0.9320987654320988, 0.9012345679012346, 0.9074074074074074, 0.9012345679012346]"
