,GAN_data_accuracy,QGAN_data_accuracy
0,"[0.8571428571428571, 0.8387096774193549, 0.847926267281106, 0.8433179723502304, 0.847926267281106, 0.847926267281106, 0.8341013824884793, 0.847926267281106, 0.8525345622119815, 0.8571428571428571]","[0.8202764976958525, 0.7880184331797235, 0.8709677419354839, 0.8018433179723502, 0.815668202764977, 0.8018433179723502, 0.815668202764977, 0.8525345622119815, 0.8202764976958525, 0.8433179723502304]"
